,transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation
10600,10887,70,1564,2017-02-20,1.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,2015-04-11,Sascha,Tander,F,42.0,1964-02-27,Geologist III,Retail,Mass Customer,N,No,16.0,6265 Moland Terrace,2076.0,NSW,Australia,10.0
10601,10888,38,1572,2017-01-06,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2011-01-10,Tam,Jahner,M,51.0,1957-07-26,Recruiting Manager,Financial Services,High Net Worth,N,Yes,16.0,8 Heffernan Crossing,2126.0,NSW,Australia,12.0
10602,10889,51,1579,2017-06-24,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,1997-10-04,Madelaine,Siegertsz,F,40.0,1978-01-27,Desktop Support Technician,Financial Services,Affluent Customer,N,Yes,17.0,82 Hanover Avenue,2101.0,NSW,Australia,10.0
10603,10890,32,1101,2017-06-20,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,2002-03-22,,,,,,,,,,,,548 Dahle Lane,2075.0,NSW,Australia,11.0
10604,10891,85,2121,2017-05-07,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,1998-12-16,Clarita,Jaqueminet,F,35.0,1989-02-15,Nurse,Financial Services,Mass Customer,N,Yes,22.0,464 Bonner Place,3012.0,VIC,Australia,8.0
10605,10892,0,1600,2017-03-23,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2005-10-22,Priscella,Stathers,F,20.0,1985-05-21,Senior Financial Analyst,Financial Services,High Net Worth,N,No,2.0,96 Sundown Point,4220.0,QLD,Australia,9.0
10606,10893,43,1021,2017-08-19,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2003-09-09,Elvis,Rixon,M,16.0,1977-10-02,Mechanical Systems Engineer,Retail,High Net Worth,N,No,7.0,0996 Cody Terrace,2761.0,NSW,Australia,8.0
10607,10894,21,918,2017-01-16,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,2014-03-03,Mahmud,Chiles,M,73.0,1975-02-26,Internal Auditor,Health,High Net Worth,N,No,13.0,8 Colorado Circle,3730.0,VIC,Australia,4.0
10608,10895,92,2488,2017-12-12,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,2003-09-10,Idalia,Braunton,F,32.0,1988-11-17,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,7.0,24649 Kennedy Street,2114.0,NSW,Australia,8.0
10609,10897,66,213,2017-01-24,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,2005-12-07,Lockwood,Exroll,M,13.0,1996-05-14,Actuary,Financial Services,High Net Worth,N,Yes,6.0,6327 Lunder Crossing,4655.0,QLD,Australia,4.0
10610,10898,30,2261,2017-11-25,1.0,Approved,Solex,Standard,high,medium,748.17,448.9,2003-03-18,Gerome,Monshall,M,81.0,1980-09-21,Account Representative II,Health,Mass Customer,N,Yes,13.0,7035 Crest Line Place,3101.0,VIC,Australia,11.0
10611,10899,28,433,2017-03-16,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1991-08-05,Reinhard,Jubert,M,94.0,1964-03-12,Statistician II,Property,Affluent Customer,N,No,15.0,09 Graceland Junction,3204.0,VIC,Australia,2.0
10612,10900,55,3012,2017-06-11,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,1997-10-04,,,,,,,,,,,,8003 Pepper Wood Way,3250.0,VIC,Australia,2.0
10613,10901,64,500,2017-11-15,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2003-09-09,Lazar,Crathern,M,19.0,1992-04-11,Recruiting Manager,Retail,Affluent Customer,N,Yes,10.0,2639 Brown Road,3910.0,Victoria,Australia,7.0
10614,10902,37,715,2017-03-20,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1999-07-20,,,,,,,,,,,,4086 Darwin Terrace,2176.0,NSW,Australia,9.0
10615,10903,57,3360,2017-11-03,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1991-01-21,Joelie,Sherlaw,F,77.0,1963-03-23,Quality Engineer,Health,Affluent Customer,N,No,5.0,435 Kennedy Circle,2173.0,NSW,Australia,10.0
10616,10904,69,2623,2017-07-05,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,1994-07-12,Zackariah,Catteroll,M,42.0,1982-07-28,Media Manager III,Property,Mass Customer,N,Yes,15.0,9837 Granby Alley,2445.0,NSW,Australia,7.0
10617,10905,0,2659,2017-12-30,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26,2004-01-16,Konstance,Elgey,F,81.0,1974-06-14,Professor,Argiculture,High Net Worth,N,Yes,11.0,882 Mitchell Place,4151.0,QLD,Australia,4.0
10618,10906,0,2871,2017-11-05,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,2001-11-25,Hubie,Keld,M,49.0,1978-03-20,Assistant Media Planner,Entertainment,High Net Worth,N,Yes,15.0,60717 Farmco Center,2047.0,NSW,Australia,12.0
10619,10907,70,546,2017-02-14,0.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,2003-09-10,Jorie,Pigott,F,80.0,1981-02-24,Information Systems Manager,Health,Mass Customer,N,Yes,12.0,20198 Hansons Plaza,2340.0,NSW,Australia,2.0
10620,10908,30,251,2017-11-22,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,1999-07-20,,,,,,,,,,,,04 Fallview Trail,2749.0,NSW,Australia,8.0
10621,10909,45,2832,2017-09-24,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99,2014-07-28,Tedmund,Plumm,M,9.0,1976-09-25,Recruiter,Telecommunications,Mass Customer,N,Yes,9.0,92610 Sutherland Place,3140.0,VIC,Australia,8.0
10622,10910,12,1106,2017-02-26,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,2004-08-17,Sibyl,Bigmore,F,2.0,1962-12-17,Software Consultant,Retail,Mass Customer,N,No,15.0,9 Superior Plaza,3185.0,VIC,Australia,11.0
10623,10911,0,1840,2017-07-11,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,1999-07-26,Sherman,Gullen,M,22.0,1977-11-04,Staff Scientist,Argiculture,High Net Worth,N,Yes,20.0,769 Banding Avenue,2151.0,NSW,Australia,10.0
10624,10912,55,2711,2017-08-11,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,2003-07-21,Steven,Keetley,M,52.0,1970-08-31,Biostatistician II,Health,Affluent Customer,N,No,6.0,9235 Walton Park,2095.0,NSW,Australia,11.0
10625,10913,4,3420,2017-11-14,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,2005-08-09,Norby,Elion,M,96.0,1980-09-10,Financial Advisor,Financial Services,Mass Customer,N,Yes,19.0,00283 Loftsgordon Center,4118.0,QLD,Australia,5.0
10626,10914,36,3376,2017-03-01,0.0,Approved,Solex,Standard,low,medium,945.04,507.58,1995-12-19,,,,,,,,,,,,7 Charing Cross Hill,2121.0,NSW,Australia,9.0
10627,10915,31,205,2017-11-08,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2011-03-16,Rolfe,Kellard,M,18.0,1958-12-01,Administrative Assistant II,Financial Services,Mass Customer,N,Yes,6.0,39716 Vera Junction,3170.0,VIC,Australia,9.0
10628,10916,6,2553,2017-02-05,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,1992-10-11,,,,,,,,,,,,463 Atwood Court,4160.0,QLD,Australia,7.0
10629,10917,62,3141,2017-02-28,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,2012-05-18,Esmaria,Kiernan,F,92.0,1995-11-04,Associate Professor,Retail,Mass Customer,N,Yes,3.0,5310 Mosinee Crossing,4151.0,QLD,Australia,9.0
10630,10918,66,932,2017-01-08,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,2010-11-05,,,,,,,,,,,,06 Oneill Parkway,2770.0,NSW,Australia,7.0
10631,10919,51,1119,2017-04-04,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,2003-07-21,,,,,,,,,,,,2273 Oneill Place,2118.0,NSW,Australia,11.0
10632,10920,82,2284,2017-06-03,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,2016-02-04,Ola,Lenoir,F,83.0,1974-02-16,Staff Accountant IV,Telecommunications,High Net Worth,N,No,14.0,10055 Old Shore Lane,3630.0,VIC,Australia,1.0
10633,10921,63,3433,2017-05-03,0.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,1998-12-17,Karissa,Cabral,F,10.0,1998-04-28,Computer Systems Analyst II,Property,Mass Customer,N,No,2.0,82 Warrior Hill,3174.0,VIC,Australia,8.0
10634,10922,64,1682,2017-04-19,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2016-12-06,Gerladina,Cuddon,F,93.0,1960-04-25,Structural Engineer,Manufacturing,Affluent Customer,N,Yes,6.0,290 Havey Crossing,3145.0,VIC,Australia,12.0
10635,10923,96,2157,2017-07-22,1.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,2002-10-10,Alidia,Petyankin,F,52.0,1978-01-30,Community Outreach Specialist,Property,Mass Customer,N,No,19.0,735 Eastlawn Place,4160.0,QLD,Australia,8.0
10636,10924,54,168,2017-03-26,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,2005-05-10,,,,,,,,,,,,16 Golf View Center,3020.0,VIC,Australia,6.0
10637,10925,59,3320,2017-03-23,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,2003-01-05,Anabella,Mealham,F,16.0,1994-06-02,Nuclear Power Engineer,Manufacturing,High Net Worth,N,No,6.0,88 Michigan Junction,3109.0,VIC,Australia,10.0
10638,10926,1,2980,2017-11-14,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2016-11-14,Di,Plaid,F,27.0,1979-12-22,Chemical Engineer,Manufacturing,Mass Customer,N,No,4.0,6136 Farragut Plaza,3181.0,VIC,Australia,6.0
10639,10927,0,3448,2017-12-20,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2003-02-07,Roderich,Mixer,M,26.0,1977-02-16,Software Consultant,Financial Services,High Net Worth,N,No,9.0,6691 Lindbergh Drive,2147.0,NSW,Australia,9.0
10640,10928,82,668,2017-04-23,1.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,2015-08-10,Ebony,Threadgall,F,61.0,1966-08-26,Junior Executive,Health,Mass Customer,N,No,7.0,186 Shasta Avenue,2066.0,NSW,Australia,9.0
10641,10929,51,2152,2017-04-13,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,1997-02-09,Junina,Labone,F,40.0,1968-11-05,Database Administrator III,Manufacturing,Mass Customer,N,Yes,19.0,2800 Dottie Trail,3071.0,VIC,Australia,10.0
10642,10930,40,3432,2017-09-15,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,1997-05-10,Max,Cloney,F,99.0,1988-11-27,Junior Executive,Argiculture,Mass Customer,N,Yes,2.0,31 International Pass,4173.0,QLD,Australia,7.0
10643,10931,90,1192,2017-10-12,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2005-05-10,Hollyanne,McCarter,F,31.0,1969-12-12,VP Quality Control,Manufacturing,Mass Customer,N,No,16.0,63576 Anzinger Trail,2168.0,NSW,Australia,9.0
10644,10932,39,2555,2017-07-22,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,2010-06-07,Brad,Tenman,M,43.0,1976-09-19,Health Coach IV,Health,Affluent Customer,N,No,11.0,48 Lighthouse Bay Point,2430.0,NSW,Australia,7.0
10645,10933,2,584,2017-05-24,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,2004-09-28,Fiona,Clines,F,10.0,1995-09-15,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,19.0,3 Lunder Place,2300.0,NSW,Australia,10.0
10646,10934,33,1553,2017-10-07,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,2008-03-19,Vanna,Matts,F,68.0,1956-05-31,Administrative Assistant IV,Retail,High Net Worth,N,No,7.0,62047 Ludington Terrace,2148.0,NSW,Australia,8.0
10647,10935,21,2811,2017-01-28,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,1996-04-05,Sharia,Allkins,F,29.0,1976-11-29,Internal Auditor,Property,Mass Customer,N,No,22.0,32 Banding Center,2141.0,NSW,Australia,9.0
10648,10936,13,2510,2017-09-10,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,2010-11-05,Nealson,Lowdham,M,43.0,1973-04-10,Human Resources Manager,Manufacturing,Mass Customer,N,Yes,7.0,0 Mosinee Lane,3250.0,VIC,Australia,4.0
10649,10937,1,2785,2017-06-16,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,1997-08-25,Gennifer,Baily,F,9.0,1981-07-31,Human Resources Manager,Financial Services,Mass Customer,N,No,8.0,677 Golden Leaf Junction,4054.0,QLD,Australia,6.0
10650,10938,98,1466,2017-03-20,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,2015-10-18,Cyndia,Gull,F,62.0,1998-01-05,Cost Accountant,Financial Services,High Net Worth,N,Yes,2.0,21 Spohn Drive,2530.0,NSW,Australia,8.0
10651,10939,0,469,2017-07-15,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2010-06-07,Levi,Cartmell,M,91.0,1996-05-03,Actuary,Financial Services,High Net Worth,N,Yes,3.0,70488 Logan Court,2074.0,NSW,Australia,12.0
10652,10940,0,1478,2017-02-22,1.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,2004-01-16,Fulton,Blayney,M,40.0,1992-12-05,VP Quality Control,Financial Services,High Net Worth,N,No,9.0,12 Express Pass,2340.0,NSW,Australia,2.0
10653,10941,47,115,2017-09-29,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,2006-10-01,Alberik,Mereweather,M,77.0,1981-12-21,Account Executive,Health,Mass Customer,N,No,18.0,8194 Sachtjen Drive,3844.0,VIC,Australia,1.0
10654,10942,92,276,2017-04-20,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,2003-01-05,,,,,,,,,,,,370 Portage Parkway,3125.0,VIC,Australia,8.0
10655,10943,69,2188,2017-09-17,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,1992-10-02,,,,,,,,,,,,67 Carioca Road,4211.0,QLD,Australia,9.0
10656,10944,58,95,2017-10-30,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,2015-05-21,Nomi,Mallinder,F,67.0,1960-12-25,Software Engineer III,Manufacturing,Affluent Customer,N,Yes,8.0,72 Dorton Crossing,3133.0,VIC,Australia,10.0
10657,10945,44,432,2017-08-03,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,2014-07-28,Amby,Pentin,M,83.0,1990-02-12,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,10.0,9 Lukken Parkway,2065.0,NSW,Australia,10.0
10658,10946,42,1265,2017-11-25,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,1999-12-04,Kipper,Monck,M,72.0,1987-07-22,Biostatistician I,Property,Mass Customer,N,Yes,2.0,51673 Heffernan Park,4655.0,QLD,Australia,3.0
10659,10947,19,2137,2017-11-15,0.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,2009-03-08,,,,,,,,,,,,549 Longview Terrace,4030.0,QLD,Australia,9.0
10660,10948,57,1737,2017-10-01,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1993-06-23,Benny,Jammet,F,21.0,1976-09-06,Senior Developer,Property,Affluent Customer,N,Yes,13.0,33006 Petterle Trail,4121.0,QLD,Australia,8.0
10661,10949,80,2819,2017-01-13,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1997-01-25,Clyve,Starmont,M,63.0,1977-12-04,Executive Secretary,Manufacturing,Affluent Customer,N,No,14.0,4 American Ash Circle,2211.0,NSW,Australia,10.0
10662,10950,7,2005,2017-06-08,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1992-10-11,Marina,McElwee,F,41.0,1978-08-20,Accountant I,Manufacturing,High Net Worth,N,No,17.0,3984 Clove Street,3192.0,VIC,Australia,10.0
10663,10951,40,2719,2017-03-18,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,1999-12-04,Alleyn,Clear,M,69.0,1988-08-24,Teacher,Telecommunications,Affluent Customer,N,Yes,6.0,62 Linden Drive,4209.0,QLD,Australia,4.0
10664,10952,86,1324,2017-10-17,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,2004-08-07,Randie,Arnowitz,F,88.0,1978-02-22,Web Designer III,Manufacturing,Mass Customer,N,No,11.0,7 John Wall Parkway,4020.0,QLD,Australia,5.0
10665,10953,0,978,2017-03-15,0.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,1993-07-15,,,,,,,,,,,,1 Boyd Junction,2460.0,NSW,Australia,1.0
10666,10954,41,944,2017-08-19,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,1997-05-10,,,,,,,,,,,,9 Colorado Trail,3799.0,VIC,Australia,3.0
10667,10955,44,908,2017-02-16,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,2011-05-09,,,,,,,,,,,,352 Bonner Crossing,3084.0,VIC,Australia,8.0
10668,10956,50,710,2017-11-21,0.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,2002-03-22,Benton,Oakly,M,76.0,1970-03-01,Sales Representative,Retail,High Net Worth,N,Yes,13.0,1721 Nobel Junction,2753.0,NSW,Australia,8.0
10669,10957,62,3008,2017-08-20,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,1996-11-09,,,,,,,,,,,,91 Jay Drive,2560.0,NSW,Australia,7.0
10670,10958,21,2101,2017-04-25,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,1991-11-10,,,,,,,,,,,,344 Rockefeller Way,3966.0,VIC,Australia,2.0
10671,10959,97,1389,2017-01-11,1.0,Approved,Solex,Standard,medium,large,202.62,151.96,2016-03-29,,,,,,,,,,,,5586 Buena Vista Avenue,3106.0,VIC,Australia,10.0
10672,10961,33,3185,2017-11-23,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1992-10-11,Duky,Crichley,M,25.0,1956-01-18,Senior Financial Analyst,Financial Services,Mass Customer,N,No,10.0,71 Hayes Circle,2320.0,NSW,Australia,7.0
10673,10962,89,1530,2017-10-12,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,2005-05-10,Alexandr,Maylard,M,89.0,1976-01-12,Pharmacist,Health,Mass Customer,N,Yes,9.0,84749 Holy Cross Terrace,2767.0,NSW,Australia,8.0
10674,10963,3,1868,2017-04-03,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1999-07-20,Aloisia,Ivel,F,11.0,1988-06-22,Assistant Manager,Retail,Mass Customer,N,No,10.0,87705 Hovde Center,4870.0,QLD,Australia,5.0
10675,10964,57,527,2017-11-17,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,2015-06-17,Lorilyn,Topaz,F,81.0,1990-10-19,VP Quality Control,Financial Services,Mass Customer,N,Yes,9.0,1 Cordelia Alley,2261.0,NSW,Australia,8.0
10676,10965,1,682,2017-07-30,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2012-09-15,Ole,Euplate,M,53.0,1971-03-16,Health Coach IV,Health,Affluent Customer,N,Yes,7.0,3 Sheridan Park,2548.0,NSW,Australia,8.0
10677,10966,0,301,2017-06-22,1.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,2004-12-18,Hildy,Bilbrook,F,54.0,1980-10-10,Developer IV,Manufacturing,High Net Worth,N,No,19.0,6170 Buena Vista Way,2320.0,NSW,Australia,7.0
10678,10967,90,1636,2017-02-08,0.0,Approved,Solex,Standard,low,medium,945.04,507.58,2010-06-07,Karly,Ackenhead,F,65.0,1980-05-12,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,5.0,2 Green Ridge Park,2478.0,NSW,Australia,8.0
10679,10968,69,1821,2017-10-29,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,2004-12-18,Fields,Bayne,M,89.0,1972-03-09,Web Developer IV,Entertainment,High Net Worth,N,Yes,15.0,3201 Canary Center,2540.0,NSW,Australia,9.0
10680,10969,61,125,2017-07-15,1.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,2015-06-17,Darrelle,Antoniewski,F,94.0,1960-03-17,Computer Systems Analyst II,Property,Mass Customer,N,No,16.0,684 Northport Circle,2213.0,New South Wales,Australia,10.0
10681,10970,55,99,2017-03-11,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,2003-07-21,Reggie,Mulliner,M,97.0,1998-06-13,VP Accounting,Financial Services,Mass Customer,N,No,3.0,079 Merry Park,2160.0,New South Wales,Australia,9.0
10682,10971,0,3065,2017-05-19,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2011-01-10,Winna,Brusle,F,88.0,1978-01-05,Recruiter,Financial Services,High Net Worth,N,Yes,13.0,8303 Mallard Center,2234.0,NSW,Australia,11.0
10683,10972,63,2727,2017-01-06,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1993-05-26,Kim,Gabbitis,F,88.0,1988-07-22,Administrative Officer,Financial Services,High Net Worth,N,Yes,2.0,05 Lerdahl Place,4215.0,QLD,Australia,6.0
10684,10973,22,40,2017-01-24,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,1993-07-15,Tomasine,Jerche,F,91.0,1981-10-27,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,N,No,14.0,3496 Brown Drive,2207.0,New South Wales,Australia,8.0
10685,10974,33,776,2017-12-17,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,2008-03-19,Stanley,Seven,M,30.0,1980-09-24,Financial Analyst,Financial Services,High Net Worth,N,No,20.0,2699 Crest Line Way,4869.0,QLD,Australia,4.0
10686,10975,20,3046,2017-03-05,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,2010-05-05,Shela,Ridgers,F,53.0,1964-06-07,Programmer Analyst III,Manufacturing,Affluent Customer,N,No,18.0,5444 Corry Pass,2761.0,NSW,Australia,8.0
10687,10976,43,3048,2017-03-09,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,1999-12-04,Kenon,Messruther,M,38.0,1969-05-27,Legal Assistant,Manufacturing,Mass Customer,N,No,16.0,80302 Stang Parkway,3677.0,VIC,Australia,1.0
10688,10977,0,1115,2017-07-09,0.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,1994-07-12,,,,,,,,,,,,84 Porter Alley,2153.0,NSW,Australia,10.0
10689,10978,84,320,2017-12-18,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,2004-12-18,Aldous,Cubin,M,19.0,1997-02-09,Registered Nurse,Health,Mass Customer,N,No,4.0,1108 Nevada Junction,4701.0,QLD,Australia,2.0
10690,10979,45,1184,2017-03-16,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99,1993-04-12,Auberta,Teodori,F,89.0,1968-10-07,Social Worker,Health,Mass Customer,N,No,13.0,63588 Clove Court,2017.0,NSW,Australia,9.0
10691,10980,53,652,2017-07-15,0.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,2016-07-09,Edee,Stoker,F,62.0,1996-11-24,Staff Scientist,Financial Services,High Net Worth,N,Yes,1.0,36360 Coleman Trail,3850.0,Victoria,Australia,3.0
10692,10981,1,2008,2017-01-13,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2012-12-02,Jamill,Cudd,M,77.0,1993-07-27,Analyst Programmer,Financial Services,Mass Customer,N,Yes,3.0,559 Blackbird Street,4580.0,QLD,Australia,2.0
10693,10982,93,973,2017-03-08,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,2006-02-02,Annabella,Hebron,F,46.0,1979-08-02,Data Coordiator,Health,High Net Worth,N,No,15.0,42 Dahle Parkway,3806.0,VIC,Australia,7.0
10694,10983,87,1610,2017-08-17,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,1995-10-24,,,,,,,,,,,,75164 Sherman Crossing,2031.0,NSW,Australia,11.0
10695,10984,17,3432,2017-04-11,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,2011-05-07,Max,Cloney,F,99.0,1988-11-27,Junior Executive,Argiculture,Mass Customer,N,Yes,2.0,31 International Pass,4173.0,QLD,Australia,7.0
10696,10985,82,1947,2017-03-13,1.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,2015-08-02,Gretta,Patrone,F,66.0,1963-12-11,Geologist II,Telecommunications,Affluent Customer,N,Yes,18.0,4262 Melvin Avenue,2759.0,NSW,Australia,8.0
10697,10986,58,1336,2017-06-01,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,1993-07-20,,,,,,,,,,,,833 Sherman Court,3810.0,VIC,Australia,6.0
10698,10987,0,336,2017-03-27,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,2004-12-18,,,,,,,,,,,,24044 Bonner Hill,3032.0,VIC,Australia,8.0
10699,10988,10,200,2017-11-15,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,2016-07-09,Hube,Weald,M,7.0,1957-02-04,Physical Therapy Assistant,Property,Affluent Customer,N,Yes,19.0,7 Havey Point,4005.0,QLD,Australia,2.0
10700,10989,51,2183,2017-08-04,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,2001-11-25,Jillie,Fyndon,F,61.0,1972-02-07,Programmer Analyst IV,Manufacturing,Mass Customer,N,Yes,7.0,8142 Tomscot Drive,4132.0,QLD,Australia,4.0
10701,10990,8,1264,2017-12-28,0.0,Approved,Solex,Road,medium,small,1703.52,1516.13,2011-04-16,,,,,,,,,,,,7008 Warner Park,4670.0,QLD,Australia,2.0
10702,10991,37,3457,2017-09-24,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1999-07-20,,,,,,,,,,,,8828 North Crossing,3226.0,VIC,Australia,8.0
10703,10992,34,3055,2017-08-02,0.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,2012-06-04,,,,,,,,,,,,99142 Eastwood Way,4870.0,QLD,Australia,6.0
10704,10993,20,2595,2017-05-27,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,1993-07-15,,,,,,,,,,,,755 Ramsey Terrace,4152.0,QLD,Australia,6.0
10705,10994,11,1404,2017-10-01,0.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,2007-08-04,Emmott,Mercik,M,78.0,1957-07-30,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,14.0,88545 Milwaukee Center,3022.0,VIC,Australia,8.0
10706,10995,100,3284,2017-02-05,0.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,1991-05-06,Jorrie,Cerman,F,98.0,1991-08-28,Chief Design Engineer,Retail,Affluent Customer,N,No,2.0,34748 Charing Cross Point,3057.0,VIC,Australia,10.0
